activity_text,top_sdg,top_score,source_file
Ballina Shire Council has adopted an internal audit charter that is Compliant informed by the model internal audit charter approved by the Departmental Chief Executive of the Office of Local Government and the internal audit function operates in accordance with the charter (section 216O of the Local Government (General) Regulation 2021),11,0.6341255151629448,NSW_Unknown__2025_alignment
"In addition, Emigrant Point Road and Perrys Lane were prepared for sealing under the Marine Estate Management Strategy (MEMS) grant  HE1.1b Implement Floodplain Management Plans The “Preparing Australian Communities",14,0.9859755421876908,NSW_Unknown__2025_alignment
New Super Titan pump installed at the Yass WTP YASS WATER TREATMENT PLANT UPGRADE PROJECT With initial Stage 1 works completed,6,0.7153348602950573,NSW_Unknown_Rural_2025_alignment
"Corporate & Community, Infrastructure & Assets and Planning & Environment and a proposed new temporary directorate, Executive Services The Organisational Culture and Engagement Initiative was launched in May 2025 aimed at enhancing our workplace environment and fostering a more inclusive, collaborative, and positive culture across Yass Valley Council",11,0.5829471932649612,NSW_Unknown_Rural_2025_alignment
"We delivered five roadshows and received over 52 community submissions covering financial sustainability, strategic planning and village masterplans, road/footpath upgrades, equitable service delivery across villages and council support for community assets",11,0.85,NSW_Unknown_Rural_2025_alignment
"Accordingly, we will continue to develop frameworks and processes to ensure we can review the effectiveness of our actions to assess and address modern slavery risks in our procurement and supply chains moving forward, including taking steps to: Review Yass Valley Council policies and procedures; Work with suppliers to assess their progress in addressing modern slavey risks; Conduct and evaluate our risk assessment processes; and Conduct supplier questionnaires to identify modern slavery risks The results of these processes will enable us to adopt and strengthen our actions to continually improve our response to modern slavery",10,0.7498620154261589,NSW_Unknown_Rural_2025_alignment
"Traffic safety upgrades were completed from Sutton village to Back Creek Road, including the installation of lines, audible tactile markings, and raised reflective pavement marks",11,0.835596522450447,NSW_Unknown_Rural_2025_alignment
"including installation of a bubble plume aeration system at Yass Dam, upgrades to the Raw Water Pump Station (RWPS), and urgent works at the existing WTP the Final Business Case for a new water treatment plant was endorsed by Council in May 2024",6,0.9922291353940964,NSW_Unknown_Rural_2025_alignment
"Business Plans for Development Services, Community Services and ON HOLD Infrastructure Services will be developed in the 2023-24 financial year",17,1.0,QLD_Unknown_Urban_2023_alignment
"4.0 Our Year in Review OUR KEY STAKEHOLDERS 4.3 Connecting with our Community Association of Public Participation (IAP2), we endorse and aspire to the IAP2 Spectrum of Public Participation, Core Values and Code of Ethics",16,0.9986131656169892,QLD_Unknown_Urban_2023_alignment
"Developing our current and future Operations and a new addition with the employees who hold a delegation independent assistance with work and leaders through the continuation of treatment stream now available through according to the Local Government personal issues, as well as Manager the Australian Local Government this program This training provides Act as an Authorised Person",3,0.9339043200016022,QLD_Unknown_Urban_2023_alignment
"For the first time council delivered an delivery of the Switch ON Program, organisation wide Skin Check program which all employees participate in which saw 114 employees participate.",8,0.5063198337952296,QLD_Unknown_Urban_2023_alignment
Asset Managers and Service Managers (AMI) Project commenced during the have been engaged and have year with key roles of Project Manager committed to the mandated training and Project Support Officer being filled over the 2023/24 and 2024/25 financial to assist in the delivery of this objective,17,0.91910719871521,QLD_Unknown_Urban_2023_alignment
3.0 Our Organisation Jan has completed a Diploma in Management and has been recognized as a Paul Harris Fellow with Rotary International,17,0.958279569943746,QLD_Unknown_Urban_2023_alignment
A scope of works has also been data is maintained to enable effective developed providing a structured way asset management decision-making,17,0.6232123076915741,QLD_Unknown_Urban_2023_alignment
Flights Council to adopt the new Planning Scheme to the Gold Coast have been secured commencing and introduce a range of initiatives to accommodate future development,17,0.6534453729788463,QLD_Unknown_Urban_2023_alignment
"In July 2007, the Local Government Reform Commission released its report and recommended Each of the ILUA’s record how the parties shall that the two areas amalgamate",11,0.6534156029522419,QLD_Unknown_Urban_2023_alignment
Investigations through multiple data sources have provided sufficient recent sales evidence to enable the majority of the subject properties to be assessed,17,0.3910521666208903,QLD_Unknown_Urban_2023_alignment
4.0 Our Year in Review Key Focus Areas STRATEGIC CONTEXT The Asset Custodianship Model >> Implement the Asset Management identifies roles and responsibilities in Governance Framework ASSETS ($1.2B) SERVICES CHALLENGES relation to all individual assets and has been in use for a 12 month period and,17,0.8986974755922954,QLD_Unknown_Urban_2023_alignment
Warren was awarded life fellowship of the Planning Institute of Australia for his contributions to planning Retired on the Sunshine Coast and to the planning Rod Ferguson was appointed to the role of Chief profession more generally,17,0.7428366939226787,QLD_Unknown_Urban_2023_alignment
